bwu,bwu BWU 48-600,BwuBWU48600,600.0,3.0,13.5,20.0,63.333333333333336,48.4,1840.0,3.0
bwu,bwu BWU 48-750,BwuBWU48750,750.0,3.0,14.0,20.0,63.333333333333336,48.4,1840.0,3.0
bwu,bwu BWU 57-1000,BwuBWU571000,1050.0,3.0,13.0,25.0,61.666666666666664,57.0,2552.0,3.0
bwu,bwu MD70,BwuMD70,1500.0,3.0,11.6,25.0,85.0,70.0,3850.0,3.0
C&F,C&F CF 20,CFCF20,20.0,1.5,9.0,15.0,20.0,13.1,135.0,3.0
C&F,C&F CF 60,CFCF60,59.9,3.0,9.5,25.0,32.5,25.4,491.0,3.0
C&F,C&F CF 75,CFCF75,75.0,3.0,9.5,25.0,30.0,25.4,491.0,3.0
C&F,C&F CF 100,CFCF100,100.0,2.2,9.5,35.0,,25.4,506.7,3.0
C&F,C&F CF 250,CFCF250,250.0,3.0,9.5,25.0,41.666666666666664,35.0,952.0,3.0
Cannon,Cannon 26/250,Cannon26250,250.0,4.8,,28.9,42.7,26.0,531.0,3.0
Carter,Carter CWT 25,CarterCWT25,25.0,,,,24.5,9.8,77.0,2.0
Carter,Carter CWT 300,CarterCWT300,300.0,1.8,13.4,26.8,60.0,30.0,729.7,2.0
Carter,Carter CWT 500,CarterCWT500,500.0,1.8,14.3,26.8,62.5,36.6,1050.7,2.0
CATUM,CATUM CA-2.0 MW-WD R93,CATUMCA20MWWDR93,2000.0,,,,90.0,93.0,6793.0,3.0
